ROI backgr, sum

Spectrum                             Na       Mg       Al       Si        S        K       Ca       Ti        Fe        Sr        Rh
SRM_1831_300s_20x20det_1_14_19    -2140    -2681    -3124    -3246    -3848    -5877    -6385    -8724    -33623    -85898    -39730
SRM_1831_300s_20x20det_1_14_2     -2082    -2575    -2935    -2959    -3444    -5758    -6239    -8712    -33183    -86156    -39572
SRM_1831_300s_20x20det_1_14_3     -2068    -2569    -2954    -3013    -3433    -5830    -6418    -8832    -33368    -86190    -39686
SRM_1831_300s_20x20det_1_14_4     -2122    -2640    -3041    -3105    -3616    -5789    -6320    -8735    -33617    -86151    -39586
SRM_1831_300s_20x20det_1_14_5     -2129    -2654    -3064    -3141    -3697    -5901    -6491    -8783    -33507    -85614    -39693
SRM_1831_300s_20x20det_1_14_6     -2140    -2666    -3081    -3165    -3730    -5953    -6542    -8920    -33411    -86410    -39403
SRM_1831_300s_20x20det_1_14_7     -2076    -2577    -2960    -3021    -3499    -5725    -6234    -8803    -33576    -86118    -39731
SRM_1831_300s_20x20det_1_14_8     -2063    -2552    -2912    -2935    -3432    -5720    -6279    -8444    -33206    -86043    -39859
SRM_1831_300s_20x20det_1_14_9     -2063    -2584    -3011    -3130    -3664    -5844    -6371    -9040    -33641    -86258    -40001
SRM_1831_300s_20x20det_1_15_0     -2143    -2672    -3090    -3183    -3690    -5716    -6186    -8811    -33066    -86112    -41270
SRM_1831_300s_20x20det_1_15_1     -2136    -2673    -3108    -3216    -3661    -5818    -6346    -8707    -33293    -85841    -40263
SRM_1831_300s_20x20det_1_15_10    -2035    -2514    -2866    -2895    -3391    -5840    -6424    -8866    -33497    -86294    -39458
SRM_1831_300s_20x20det_1_15_11    -2127    -2660    -3099    -3223    -3735    -5880    -6444    -8912    -33659    -86267    -39858
SRM_1831_300s_20x20det_1_15_12    -2052    -2542    -2911    -2958    -3427    -5748    -6343    -8848    -33759    -86423    -39375
SRM_1831_300s_20x20det_1_15_13    -2080    -2568    -2923    -2940    -3453    -5800    -6305    -8799    -33062    -85956    -39719
SRM_1831_300s_20x20det_1_15_14    -2063    -2562    -2943    -2998    -3454    -5729    -6256    -8746    -33916    -86091    -39410
SRM_1831_300s_20x20det_1_15_15    -2124    -2649    -3067    -3164    -3664    -5769    -6245    -8583    -33793    -85956    -39285
SRM_1831_300s_20x20det_1_15_16    -2095    -2614    -3025    -3115    -3599    -5705    -6190    -8700    -33235    -86184    -39166
SRM_1831_300s_20x20det_1_15_17    -2118    -2638    -3044    -3123    -3615    -5946    -6538    -8781    -33526    -86249    -39601
SRM_1831_300s_20x20det_1_15_18    -2053    -2535    -2887    -2908    -3365    -5802    -6376    -8822    -33449    -86007    -39784
SRM_1831_300s_20x20det_1_15_19    -2148    -2676    -3093    -3180    -3674    -5736    -6207    -8950    -33763    -85763    -39798
SRM_1831_300s_20x20det_1_15_2     -2108    -2627    -3043    -3144    -3685    -5901    -6492    -8885    -33138    -86271    -40183
SRM_1831_300s_20x20det_1_15_3     -2138    -2648    -3032    -3079    -3556    -5801    -6345    -8777    -33501    -86023    -39560
SRM_1831_300s_20x20det_1_15_4     -2123    -2636    -3038    -3112    -3603    -5823    -6340    -8805    -33234    -86441    -39907
SRM_1831_300s_20x20det_1_15_5     -2069    -2563    -2931    -2968    -3400    -5792    -6378    -8996    -32692    -85609    -39870
SRM_1831_300s_20x20det_1_15_6     -2129    -2663    -3100    -3223    -3780    -5795    -6284    -8645    -33134    -85828    -39704
SRM_1831_300s_20x20det_1_15_7     -2116    -2647    -3077    -3186    -3717    -5881    -6406    -8976    -33351    -86219    -39669
SRM_1831_300s_20x20det_1_15_8     -2137    -2669    -3098    -3206    -3785    -5926    -6425    -8591    -33160    -85984    -38766
SRM_1831_300s_20x20det_1_15_9     -2109    -2638    -3070    -3188    -3656    -5848    -6384    -9000    -33761    -86159    -39573
SRM_1831_300s_20x20det_1_16_0     -2165    -2701    -3126    -3223    -3764    -5859    -6365    -8726    -33631    -86379    -41531
SRM_1831_300s_20x20det_1_16_1     -2086    -2588    -2966    -3013    -3480    -5722    -6193    -8617    -33125    -86154    -40655
SRM_1831_300s_20x20det_1_16_10    -2155    -2686    -3107    -3193    -3742    -5867    -6380    -8530    -33250    -86253    -39627
SRM_1831_300s_20x20det_1_16_11    -2095    -2619    -3042    -3150    -3701    -5898    -6460    -8723    -33521    -86057    -39779
SRM_1831_300s_20x20det_1_16_12    -2119    -2644    -3069    -3178    -3721    -5715    -6213    -8729    -33371    -86137    -39294
SRM_1831_300s_20x20det_1_16_13    -2015    -2512    -2907    -2999    -3569    -5747    -6237    -8840    -33765    -86218    -39953
SRM_1831_300s_20x20det_1_16_14    -2090    -2595    -2983    -3046    -3487    -5684    -6214    -8730    -33465    -85959    -39442
