Net counts

Spectrum                                 Na   Mg    Al      Si    S     K      Ca   Ti    Fe    Sr    Rh
SRM_1831_300s_100_repeat_Rh_FE_D1_0_95 6590 7224 10272 1121401 6336 30562 1258410 4318 81087 24403 84918
SRM_1831_300s_100_repeat_Rh_FE_D1_0_96 6596 7575  9914 1121687 6336 30612 1259630 4259 81521 24666 85423
SRM_1831_300s_100_repeat_Rh_FE_D1_0_97 6649 7693 10288 1123476 6658 30698 1259917 4470 81381 25164 85104
SRM_1831_300s_100_repeat_Rh_FE_D1_0_98 6460 7470 10275 1122916 6491 30535 1257189 4371 81108 24076 84244
SRM_1831_300s_100_repeat_Rh_FE_D1_0_99 6735 7259 10294 1121228 6398 30249 1257555 4325 81311 24154 84729
--------------------------------------------------------------------------------------------------------
Mean value:                            6628 7443 10205 1122415 6458 30360 1260030 4408 81535 24401 85180
Std. Abw.:                              132  132   133    1651  144   247    1570  143   424   397   498
Std. Abw. rel. [%]:                    1.99 1.78  1.30    0.15 2.22  0.81    0.12 3.23  0.52  1.63  0.59
Conf. interval:                          13   13    13     165   14    25     157   14    42    40    50
