ROI net sum

Spectrum                          Na    Mg    Al      Si     S     K      Ca    Ti     Fe    Sr     Rh
SRM_1831_300s_20x20det_2_16_0  13900 14356 20112 1658778 12869 44170 1648783  6215 105097 34284 111711
SRM_1831_300s_20x20det_2_16_1   1608  1670  2202  186003  1537  4900  184799   906  12004  4712  12399
SRM_1831_300s_20x20det_2_16_10 13697 14361 19444 1661362 12859 44141 1649438  6457 105776 34991 110734
SRM_1831_300s_20x20det_2_16_11 13837 14313 20006 1658127 12628 44082 1648066  6698 105559 34826 111371
SRM_1831_300s_20x20det_2_16_12 13679 14058 19977 1658186 12530 43972 1649834  6322 105386 35316 111050
SRM_1831_300s_20x20det_2_16_13 13623 13981 19602 1638457 15894 43430 1644861  6437 105332 33537 110885
SRM_1831_300s_20x20det_2_16_14 13700 14362 20109 1659988 12553 43948 1648179  6706 105319 35025 109607
SRM_1831_300s_20x20det_2_16_15 13751 14423 19769 1658511 12533 44026 1650912  6563 105434 35242 111129
SRM_1831_300s_20x20det_2_16_16 13724 14393 20004 1657911 12576 43613 1648230  6357 105209 34251 110708
SRM_1831_300s_20x20det_2_16_17 13704 14416 19944 1657729 12672 44139 1648086  6386 105740 34564 110916
SRM_1831_300s_20x20det_2_16_18  9850 10387 14418 1221820  9278 32595 1211919  4888  77421 25073  81957
SRM_1831_300s_20x20det_2_16_19 13641 14397 20239 1661192 12927 44593 1652452  6467 105034 34622 111458
SRM_1831_300s_20x20det_2_16_2  13834 14158 19562 1655841 12614 44303 1647478  6552 105067 34567 110437
SRM_1831_300s_20x20det_2_16_3  10320 10740 14589 1243719  9193 32959 1235657  4883  78492 25789  82249
SRM_1831_300s_20x20det_2_16_4  13627 14090 19627 1658373 12573 43606 1650401  6574 105188 35093 111051
SRM_1831_300s_20x20det_2_16_5  13669 14125 19863 1658045 12396 44100 1649806  6373 104891 34485 110911
SRM_1831_300s_20x20det_2_16_6  13567 14136 19643 1655940 12423 44055 1647855  6483 106166 34312 110481
SRM_1831_300s_20x20det_2_16_7  13632 14362 19719 1656741 12721 44264 1647862  6621 104120 34196 110243
SRM_1831_300s_20x20det_2_16_8  13679 14172 19658 1656506 12305 43695 1646864  6528 105331 35543 110240
SRM_1831_300s_20x20det_2_16_9  13474 13859 19294 1625792 12251 43118 1617139  5959 103472 34173 108942
SRM_1831_300s_20x20det_2_17_0  13871 14188 19986 1659596 12671 43654 1650304  6352 105027 34086 112194
SRM_1831_300s_20x20det_2_17_1  13700 14188 19801 1661628 12675 44046 1649193  6284 105445 34383 111578
SRM_1831_300s_20x20det_2_17_10 13447 14355 19812 1659296 12473 44231 1650960  6826 104744 35091 109907
SRM_1831_300s_20x20det_2_17_11 13651 14381 19895 1662992 12874 44431 1649730  6418 105825 34662 111762
SRM_1831_300s_20x20det_2_17_12 13781 14294 19798 1659389 12581 44207 1647577  6302 104938 35529 110697
SRM_1831_300s_20x20det_2_17_13 13489 13908 19630 1660019 12428 44573 1653533  6559 105910 34283 111787
SRM_1831_300s_20x20det_2_17_14  8848  9149 12735 1074658  8101 28663 1067606  4078  68366 22609  72559
SRM_1831_300s_20x20det_2_17_15 13919 14303 19721 1657601 12664 44142 1652416  6224 104740 34371 110482
SRM_1831_300s_20x20det_2_17_16 13730 14133 19812 1659380 12660 44187 1649398  6316 104891 34104 110189
SRM_1831_300s_20x20det_2_17_17 13708 14137 19769 1660535 12407 43905 1651148  6675 105161 34572 111272
SRM_1831_300s_20x20det_2_17_18 13593 14343 19770 1657945 12675 44444 1651234  6831 104971 33434 110291
SRM_1831_300s_20x20det_2_17_19 11049 11613 16062 1352496 10447 36404 1347396  5249  85634 28975  90569
SRM_1831_300s_20x20det_2_17_2  13832 14303 19833 1660213 12677 44557 1650138  6439 104996 34674 111446
SRM_1831_300s_20x20det_2_17_3  13645 14304 19985 1660518 12654 43571 1652794  6320 104399 33746 110889
SRM_1831_300s_20x20det_2_17_4  13804 14255 19739 1660910 12710 44288 1650014  6263 105067 34211 110375
SRM_1831_300s_20x20det_2_17_5  13869 14396 19880 1661525 12461 44218 1652006  6779 106300 34424 111668
SRM_1831_300s_20x20det_2_17_6  13806 14426 19887 1663677 12656 43867 1651644  6290 105298 34093 110809
SRM_1831_300s_20x20det_2_17_7  13764 14346 19455 1661485 12522 44537 1653998  6435 104463 35066 110568
SRM_1831_300s_20x20det_2_17_8  13813 14316 19751 1660588 12464 44045 1652996  6640 104945 34309 110434
SRM_1831_300s_20x20det_2_17_9  13536 14241 19681 1656952 12291 44105 1650137  6233 106009 35145 110515
SRM_1831_300s_20x20det_2_18_0  13776 14229 19796 1658694 12457 44346 1648225  6440 104736 33877 112824
SRM_1831_300s_20x20det_2_18_1  13769 14191 19748 1657426 12675 43649 1649515  6326 105397 35115 111904
SRM_1831_300s_20x20det_2_18_10 13554 14242 19781 1658144 12516 44089 1646223  6351 104784 34203 111171
SRM_1831_300s_20x20det_2_18_11 13835 14185 19784 1661144 12656 43815 1648287  6394 105327 34354 109798
SRM_1831_300s_20x20det_2_18_12 13589 14324 19820 1658491 12534 44074 1651907  6537 105603 34830 110085
SRM_1831_300s_20x20det_2_18_13 13891 14196 19886 1659519 12815 44055 1648257  6389 105643 34342 111252
SRM_1831_300s_20x20det_2_18_14 13612 14361 19653 1659670 12376 43980 1650756  6454 105014 34226 110585
SRM_1831_300s_20x20det_2_18_15 13520 14173 19592 1658307 12438 43975 1646940  6169 105527 35394 110852
SRM_1831_300s_20x20det_2_18_16 13677 14183 19688 1659040 12601 44271 1649537  6500 105472 34378 111057
SRM_1831_300s_20x20det_2_18_17 13530 14370 19760 1658933 12568 44110 1645212  6212 105081 33996 110886
SRM_1831_300s_20x20det_2_18_18 13529 14086 19829 1658115 12548 44055 1649319  6528 104861 33979 111824
SRM_1831_300s_20x20det_2_18_19 13531 14197 20017 1651123 12491 43629 1641086  6898 104902 34537 110524
SRM_1831_300s_20x20det_2_18_2  13767 14135 19929 1656026 12296 43966 1646312  6127 104341 34297 111600
SRM_1831_300s_20x20det_2_18_3  13711 14244 19579 1658282 12525 44219 1647993  6481 104684 34618 110759
SRM_1831_300s_20x20det_2_18_4  13618 14016 19721 1658053 12777 44160 1646897  6395 105342 34719 110798
SRM_1831_300s_20x20det_2_18_5  13848 13970 19722 1651983 12484 43925 1641867  6811 104527 33492 110250
SRM_1831_300s_20x20det_2_18_6  13621 14097 19815 1656443 12626 43992 1646723  6325 105022 34110 110459
SRM_1831_300s_20x20det_2_18_7  13542 14114 19244 1648926 12371 43778 1645947  6329 105723 35288 110804
SRM_1831_300s_20x20det_2_18_8  13608 14180 19779 1658242 12426 44033 1648062  6293 104690 34851 110964
SRM_1831_300s_20x20det_2_18_9  13609 14279 20043 1656879 13080 44340 1647822  6466 104797 34347 110970
SRM_1831_300s_20x20det_2_19_0  13920 14175 19561 1654176 12151 43949 1647386  6389 105002 34653 111802
SRM_1831_300s_20x20det_2_19_1  13667 14292 19993 1655265 12825 43834 1645429  6543 105849 34672 109978
SRM_1831_300s_20x20det_2_19_10 13669 14304 19798 1656208 12521 43709 1648656  6485 105518 34521 110567
SRM_1831_300s_20x20det_2_19_11 13706 14353 19729 1660605 12660 43772 1650619  6199 105414 34206 110202
SRM_1831_300s_20x20det_2_19_12 13655 14127 20003 1663813 12886 44371 1652414  6510 105507 34573 111201
SRM_1831_300s_20x20det_2_19_13 13665 14174 19558 1663839 12650 43913 1651377  6204 104907 34091 111845
SRM_1831_300s_20x20det_2_19_14 13244 13953 19633 1661645 12199 44073 1648556  6323 105964 34020 110655
SRM_1831_300s_20x20det_2_19_15 13784 14235 19511 1658836 12631 43946 1650515  6531 104402 34690 110112
SRM_1831_300s_20x20det_2_19_16 13588 14248 19400 1662422 12544 44291 1647193  6434 105261 35591 111189
SRM_1831_300s_20x20det_2_19_17 13494 14244 19826 1663069 12709 44454 1649676  6302 105285 34910 110217
SRM_1831_300s_20x20det_2_19_18 13823 14551 19983 1662080 12804 44173 1650341  6548 104521 34519 110626
SRM_1831_300s_20x20det_2_19_19 13557 14273 19516 1661051 12527 44106 1652229  6679 105474 35477 110126
SRM_1831_300s_20x20det_2_19_2  13779 14232 19822 1656317 12493 44099 1647249  6147 105380 34503 111607
SRM_1831_300s_20x20det_2_19_3  13787 14416 19793 1657029 12471 44256 1648105  6287 104859 34473 109839
SRM_1831_300s_20x20det_2_19_4  13608 14184 19750 1658436 12658 44274 1650465  6423 104941 33983 109872
SRM_1831_300s_20x20det_2_19_5  13432 14120 20029 1657051 12446 44606 1648931  6479 105365 34978 110181
SRM_1831_300s_20x20det_2_19_6  13630 14071 19747 1658059 12462 44342 1650777  6393 104294 34928 110959
SRM_1831_300s_20x20det_2_19_7  13579 14291 19641 1658108 12762 44256 1647672  6553 105280 34696 110573
SRM_1831_300s_20x20det_2_19_8  13676 13974 19850 1656375 12375 43583 1647346  6310 105356 34320 111271
SRM_1831_300s_20x20det_2_19_9  13849 14228 19754 1659922 12509 44125 1651142  6345 105687 35210 110652
SRM_1831_300s_20x20det_2_1_0   13567 14195 19683 1652084 12750 44244 1648626  6445 105886 34373 111539
SRM_1831_300s_20x20det_2_1_1   13843 13979 19548 1660208 12701 44147 1649862  6526 105774 34790 110846
SRM_1831_300s_20x20det_2_1_10  13653 14183 19914 1653561 12583 44262 1649845  6250 105776 34296 109953
SRM_1831_300s_20x20det_2_1_11  13433 14312 19634 1655583 12359 44138 1647842  6450 105354 34184 111489
SRM_1831_300s_20x20det_2_1_12  13531 14028 19426 1652176 12666 43651 1646354  6132 105662 35039 110586
SRM_1831_300s_20x20det_2_1_13  13586 14134 19595 1654855 12613 44214 1648417  6501 105053 34770 111655
SRM_1831_300s_20x20det_2_1_14  13687 14176 19791 1655435 12682 43857 1647759  6370 104843 34656 111231
SRM_1831_300s_20x20det_2_1_15  13757 14297 19537 1658228 12351 43974 1649570  6177 104828 34320 111152
SRM_1831_300s_20x20det_2_1_16  13773 14246 20184 1652126 12659 44459 1646205  6399 104741 33852 110334
SRM_1831_300s_20x20det_2_1_17  13409 14121 19708 1654222 12839 43856 1644117  6217 105346 34107 110631
SRM_1831_300s_20x20det_2_1_18  13556 14517 19823 1654355 12742 44146 1643828  6932 105847 34714 111406
SRM_1831_300s_20x20det_2_1_19  13710 14176 19592 1656618 12531 44045 1649385  6688 105227 34359 111083
SRM_1831_300s_20x20det_2_1_2   13818 14102 19700 1657011 12672 44085 1652395  6610 104322 34309 110855
SRM_1831_300s_20x20det_2_1_3   13726 14326 19989 1655908 12567 43861 1645859  6331 105409 34131 110544
SRM_1831_300s_20x20det_2_1_4    8593  8804 12341 1045184  7848 28091 1042055  3953  66587 22176  69698
SRM_1831_300s_20x20det_2_1_5   13993 14292 19873 1653906 12396 43988 1646667  6779 104453 33979 112443
SRM_1831_300s_20x20det_2_1_6   13488 14366 19763 1654674 12437 44087 1648238  6510 104871 33861 110278
SRM_1831_300s_20x20det_2_1_7   13695 13973 19684 1655781 12531 43994 1649690  6497 105363 34789 110282
SRM_1831_300s_20x20det_2_1_8   13712 14155 19915 1656464 12703 44048 1649572  6049 105216 34422 110478
SRM_1831_300s_20x20det_2_1_9   13724 14139 19710 1654673 12244 44182 1647092  6278 104794 34574 110923
SRM_1831_300s_20x20det_2_2_0   13682 14387 19676 1653641 12524 44247 1645997  6481 104465 34357 112456
SRM_1831_300s_20x20det_2_2_1   13451 14373 19545 1655183 12450 44049 1645290  6699 105095 35588 111338
SRM_1831_300s_20x20det_2_2_10  13436 14283 19236 1657148 12355 44212 1647957  6242 104878 34597 110955
SRM_1831_300s_20x20det_2_2_11   9219  9473 13223 1101033  8293 29310 1098937  4453  70271 23102  73727
SRM_1831_300s_20x20det_2_2_12  13526 14102 19517 1654882 12335 44228 1646652  6336 105466 33441 110820
SRM_1831_300s_20x20det_2_2_13  13544 14149 19506 1657646 12380 43989 1646808  6169 104871 35214 110841
