Net counts

Spectrum                              Na    Mg    Al      Si     S    Cl      K      Ca    Ti     V    Mn     Fe    Ni    Zn    Rb    Sr    Zr     Rh    Cd
SRM_1831_300s_20x20det_2_13_3.spx  10720 12467 17428 1828544 10350  2317 301628 2029697  7405   457  2651 131417  2258 16300  8569 39533 13043 137306     0
SRM_1831_300s_20x20det_2_13_4.spx  10592 12594 17447 1827182 10472  2037 294013 2027325  7279   622  2546 131181  1773 15599  8333 38715 13545 138219     0
SRM_1831_300s_20x20det_2_13_5.spx  10806 12289 17513 1832042 10251  2129 304923 2032921  6948   487  2604 131331  1722 15619  7677 39424 13134 138864     0
SRM_1831_300s_20x20det_2_13_6.spx  11008 12545 17652 1830374 10157  2603 299281 2031677  6975   602  2509 131453  1282 15406  7953 39199 13053 137276     0
SRM_1831_300s_20x20det_2_13_7.spx  10800 12355 17536 1830431 10312  2555 300169 2032517  7139   783  2719 131943  2630 15216  7809 39370 11698 137751     0
SRM_1831_300s_20x20det_2_13_8.spx  11241 12457 17440 1831478 10286  2414 300825 2031959  7352   635  2467 131208  2596 15794  7422 38973 11866 139588     0
SRM_1831_300s_20x20det_2_13_9.spx  10812 12450 17644 1832936 10163  2308 305375 2033737  6787   348  3090 131049  1700 15922  8173 38920 12670 137670     0
SRM_1831_300s_20x20det_2_14_0.spx  11185 12502 17405 1832442 10118  1976 297987 2033746  6935   535  2665 131705  1468 15692  7723 38388 12942 137802     0
SRM_1831_300s_20x20det_2_14_1.spx  11105 12595 17576 1832903 10052  2436 299918 2030720  7078   652  3002 131720  2315 16410  8478 39354 12386 138509     0
SRM_1831_300s_20x20det_2_14_10.spx 10849 12525 17531 1830721 10263  2089 296572 2031473  7074   335  2990 131103  2506 15689  7599 39270 12628 136670     0
SRM_1831_300s_20x20det_2_14_11.spx 10742 12468 17484 1830991 10298  2473 301970 2034254  7567   354  2932 132682  2356 15938  7476 39022 12958 138365     0
SRM_1831_300s_20x20det_2_14_12.spx  1001  1215  1640  179070   884   222  29178  199474   612    39   270  12846   124  1470   538  3541   963  13001     0
SRM_1831_300s_20x20det_2_14_13.spx 10796 12398 17757 1836964 10491  1941 309129 2036895  7298   848  3370 133374  2016 15859  7400 38507 12578 138682     0
SRM_1831_300s_20x20det_2_14_14.spx 10656 12322 17256 1830830 10464  2208 298493 2029172  7645   733  2800 131766  1923 16401  7261 38233 12770 138518     0
SRM_1831_300s_20x20det_2_14_15.spx 10922 12321 17475 1832495 10316  2399 299454 2033238  7453   592  2612 131426  1583 16388  7478 39344 11912 137803     0
SRM_1831_300s_20x20det_2_14_16.spx 10907 12295 17943 1832713 10548  2494 300363 2032386  7137   783  2382 131836  2328 15137  8133 38463 13623 138058     0
SRM_1831_300s_20x20det_2_14_17.spx 10737 12528 17618 1830269 10172  2374 297083 2028101  7206   716  2863 132470  2733 15682  8028 38617 12579 137469     0
SRM_1831_300s_20x20det_2_14_18.spx 11022 12001 17259 1833136 10134  2108 296023 2033109  7025   359  2654 131055  2373 16714  8111 38324 12723 138154     0
SRM_1831_300s_20x20det_2_14_19.spx 10880 12473 17534 1831610 10312  2231 300728 2031924  7253   620  2113 131093  1942 15375  7162 38552 12160 138773     0
SRM_1831_300s_20x20det_2_14_2.spx  10743 12421 17745 1830161 10058  2004 297888 2027795  7390   306  2606 130028  2479 16280  7765 38925 12667 137652     0
SRM_1831_300s_20x20det_2_14_3.spx  11049 12605 17525 1832522 10489  2376 299787 2031794  7335   661  2637 131714  2842 15754  7817 39469 12367 138798     0
SRM_1831_300s_20x20det_2_14_4.spx  10757 12375 17409 1831477 10607  2067 296093 2027342  7138   434  3033 132353  2316 16335  7192 38929 11892 137215     0
SRM_1831_300s_20x20det_2_14_5.spx  10753 12450 17383 1831760  9938  2121 304177 2029592  7171   397  2768 131892  2116 15190  8111 38533 12765 137974     0
SRM_1831_300s_20x20det_2_14_6.spx  10900 12502 17599 1831587 10478  2239 299016 2026921  7249   724  2980 131233  2595 15597  8175 37933 12199 138812     0
SRM_1831_300s_20x20det_2_14_7.spx  11129 12701 17705 1830599 10104  2190 294194 2028066  7191   610  2455 131504  2245 15487  7604 38918 11982 137033     0
SRM_1831_300s_20x20det_2_14_8.spx  10622 12482 17571 1831140 10110  2022 299072 2031510  7201   402  3007 131332  2333 15600  7079 39198 12539 137492     0
SRM_1831_300s_20x20det_2_14_9.spx   6815  7538 10862 1153147  6566  2003 194062 1312252  4937   466  1969  85155  1264  9926  4980 24743  7804  89114     0
SRM_1831_300s_20x20det_2_15_0.spx  10982 12456 17412 1832741 10240  2271 294546 2030255  7277   383  2822 130765  1814 15020  7857 38650 12812 138961     0
SRM_1831_300s_20x20det_2_15_1.spx   6210  7137 10167 1071721  5817  1015 173099 1191576  3982   292  1520  77712  1764  9352  4174 22302  6823  80628     0
SRM_1831_300s_20x20det_2_15_10.spx  8864 10278 14596 1529300  8536  1806 248453 1698692  5883   356  2054 109852  1370 13119  7292 32464 10793 113946     0
SRM_1831_300s_20x20det_2_15_11.spx 10752 12432 17641 1830416 10396  2333 305353 2029860  7282   684  2584 131988  2009 15207  7596 39669 11822 138236     0
SRM_1831_300s_20x20det_2_15_12.spx 10684 12429 17739 1830861 10363  2139 301142 2029811  7466   467  3331 133089  2245 16035  7010 38078 12416 137730     0
SRM_1831_300s_20x20det_2_15_13.spx  2165  2507  3498  370566  2078   455  59837  412990  1464    33   513  26676   390  3352  1482  7715  2294  27865     0
SRM_1831_300s_20x20det_2_15_14.spx 10924 11921 17405 1824752 10153  2390 296282 2028701  7280   710  2528 132043  2592 16736  7726 37976 12976 137871     0
SRM_1831_300s_20x20det_2_15_15.spx 10770 12403 17995 1838846 10179  2518 303217 2036529  7186   589  2588 131471  2658 16245  7459 38407 13036 138475     0
SRM_1831_300s_20x20det_2_15_16.spx 10748 12296 17376 1835739 10536  2142 298685 2032585  7270   928  2730 132199  2806 16763  7859 39482 13340 138994     0
SRM_1831_300s_20x20det_2_15_17.spx 10804 12472 17776 1835034 10111  2082 298679 2032894  7034   700  2595 130858  2534 16216  7413 39376 12935 138292     0
SRM_1831_300s_20x20det_2_15_18.spx 10865 12195 17506 1832077 10147  2068 303352 2031172  7540   716  2859 132280  1334 15907  7350 38387 12245 137962     0
SRM_1831_300s_20x20det_2_15_19.spx 11029 12219 17622 1834643 10237  2194 301554 2033666  7425   803  2420 131660  2517 16493  8296 38942 12511 137929     0
SRM_1831_300s_20x20det_2_15_2.spx  11016 12468 17264 1830281 10163  2168 299393 2028000  7632   728  3014 130749  2082 16068  7940 38699 12869 137367     0
SRM_1831_300s_20x20det_2_15_3.spx  11093 12534 17803 1829380 10353  2415 294946 2028931  6927   409  2664 131124  2649 15452  7962 38705 13570 138171     0
SRM_1831_300s_20x20det_2_15_4.spx  11016 12791 17792 1832491 10233  2117 302146 2029650  6938   667  3217 131778  1912 16223  7530 39446 12492 137310     0
SRM_1831_300s_20x20det_2_15_5.spx  10857 12457 17539 1832660 10481  2251 293885 2026931  7340   560  2261 131398  2614 16121  8363 38794 13269 137822     0
SRM_1831_300s_20x20det_2_15_6.spx  10863 12389 17747 1831720 10711  2378 301056 2032141  7477   592  3048 132013  2132 15863  7734 39782 13218 138273     0
SRM_1831_300s_20x20det_2_15_7.spx  10617 12346 17478 1832357  9984  2209 294707 2033599  7395   656  2715 131492  3140 16173  8674 38341 11614 137395     0
SRM_1831_300s_20x20det_2_15_8.spx  10968 12175 17634 1833373 10079  2149 302015 2028605  7264   668  3234 132677  3099 17405  7756 39229 13321 138452     0
SRM_1831_300s_20x20det_2_15_9.spx  11059 12243 17467 1833212 10260  2298 303679 2033109  7387   642  3201 131581  1978 15333  7833 39201 12664 138056     0
SRM_1831_300s_20x20det_2_16_0.spx  10934 12310 17798 1832774 10342  2468 304130 2032372  7081   773  2353 131261  2315 16011  7686 38664 12831 138194     0
SRM_1831_300s_20x20det_2_16_1.spx   1263  1425  1932  205264  1208   165  32182  227524   891    23   191  14566   539  1821   673  4335  1283  14769     0
SRM_1831_300s_20x20det_2_16_10.spx 10917 12587 17091 1836503 10294  1971 300452 2032266  7277   650  2805 132154  2398 16162  8080 39265 12644 137812     0
SRM_1831_300s_20x20det_2_16_11.spx 11065 12398 17654 1832149 10086  2048 300528 2030435  7646   527  3026 131860  2491 16430  8119 39371 13056 137794     0
SRM_1831_300s_20x20det_2_16_12.spx 10804 12152 17686 1831870 10089  2524 294374 2032376  7266   487  2286 132474  2046 16422  7442 40103 12484 138459     0
SRM_1831_300s_20x20det_2_16_13.spx 10875 12191 17381 1810531 14005  2588 299053 2026171  7190   757  2979 132037  2237 15862  7377 37401 12534 137852     0
SRM_1831_300s_20x20det_2_16_14.spx 10817 12474 17848 1833355 10289  2735 303781 2031199  7348   722  2782 131653  2588 15959  8414 39437 13384 136220     0
SRM_1831_300s_20x20det_2_16_15.spx 11092 12706 17789 1833168 10261  2472 302612 2034357  7407   817  2620 131900  2057 15918  7767 39531 13234 138559     0
SRM_1831_300s_20x20det_2_16_16.spx 10885 12502 17826 1832946 10168  2228 304236 2032029  7126   563  2496 132158  3143 16169  7735 38398 12416 138235     0
SRM_1831_300s_20x20det_2_16_17.spx 10914 12631 17909 1832913 10523  2180 316563 2034097  7324   615  2719 132388  2094 16706  7287 38910 12791 138058     0
SRM_1831_300s_20x20det_2_16_18.spx  7729  8917 12826 1350468  7559  1776 227195 1495160  5507   613  2364  96973  1843 11338  5091 27789  8628 101448     0
SRM_1831_300s_20x20det_2_16_19.spx 10790 12449 17972 1837297 10543  2230 309987 2038007  7169   964  2737 131533  1763 16036  8031 38871 12877 138882     0
SRM_1831_300s_20x20det_2_16_2.spx  10955 12346 17492 1829277 10443  2164 301079 2028985  7284   670  3000 131664  2152 15732  7989 38918 12732 137131     0
SRM_1831_300s_20x20det_2_16_3.spx   8281  9394 12874 1373660  7525  1771 223466 1521640  5328   470  2015  98204  2845 11946  5891 28500  9367 101868     0
SRM_1831_300s_20x20det_2_16_4.spx  10879 12154 17349 1832112 10196  2162 298954 2032063  7477   555  2828 131075  1831 15559  7657 39691 13065 137684     0
SRM_1831_300s_20x20det_2_16_5.spx  10872 12292 17576 1832665 10014  2131 296135 2032490  7064   416  2406 131502  1983 15584  7921 38663 12209 138166     0
SRM_1831_300s_20x20det_2_16_6.spx  10821 12183 17573 1829355  9973  2082 292289 2030482  7400   961  2755 132021  2883 16138  7524 38757 12896 137399     0
SRM_1831_300s_20x20det_2_16_7.spx  10797 12382 17649 1831363 10550  2243 303556 2030488  7578   917  3197 130620  2337 16551  7974 38416 12678 137337     0
SRM_1831_300s_20x20det_2_16_8.spx  11069 12469 17713 1830511 10212  2221 304012 2029669  7311   470  2631 131482  1322 15464  8638 39169 12846 137680     0
SRM_1831_300s_20x20det_2_16_9.spx  10748 12043 17285 1796061  9943  2145 295352 1993379  6721   251  2146 129167  1680 15379  8679 38510 13565 135640     0
SRM_1831_300s_20x20det_2_17_0.spx  10946 12230 17669 1834762 10344  2434 312285 2035949  7115   536  2314 131932  2763 16925  8136 38436 12906 139389     0
SRM_1831_300s_20x20det_2_17_1.spx  10888 12291 17490 1836930 10225  2453 311118 2034480  6907   599  2559 132313  2505 15532  7339 38383 12603 138335     0
SRM_1831_300s_20x20det_2_17_10.spx 10785 12592 17578 1833766  9984  2235 313782 2036229  7687   358  2448 131159  2570 16253  7452 39098 11933 136847     0
SRM_1831_300s_20x20det_2_17_11.spx 10884 12459 17723 1838755 10612  2626 313720 2035642  7262   535  2684 132232  1641 15445  7990 38994 12482 139050     0
SRM_1831_300s_20x20det_2_17_12.spx 10934 12385 17482 1834108 10315  2596 310297 2032707  7270   452  2820 132392  2435 15354  8097 39853 13045 137949     0
SRM_1831_300s_20x20det_2_17_13.spx 10787 11973 17367 1835317 10223  2219 313229 2038793  7317   692  2872 132889  3081 15583  7792 38612 12606 139410     0
SRM_1831_300s_20x20det_2_17_14.spx  7162  7946 11304 1187698  6533  1538 200038 1316588  4376   386  1934  85476  1552 10346  5115 24938  7939  89491     0
SRM_1831_300s_20x20det_2_17_15.spx 11109 12494 17464 1832202 10479  2545 310352 2037583  7044   700  2676 131624  3042 16040  8094 39008 13043 137284     0
SRM_1831_300s_20x20det_2_17_16.spx 11017 12360 17653 1835005 10194  2433 315697 2033447  7378   709  3013 131694  2888 16182  8393 38484 13042 137074     0
SRM_1831_300s_20x20det_2_17_17.spx 10968 12263 17706 1835444 10097  2021 304476 2035636  7251   620  2318 131938  2305 15876  8311 39256 13128 138498     0
SRM_1831_300s_20x20det_2_17_18.spx 10931 12559 17641 1833663 10369  2407 322419 2036348  7573   818  2304 131276  2544 15563  7539 37342 12661 137369     0
SRM_1831_300s_20x20det_2_17_19.spx  8829 10183 14518 1495553  8482  1912 254004 1661278  5810   348  1706 106928  1763 12772  6065 31665 10061 112387     0
SRM_1831_300s_20x20det_2_17_2.spx  10878 12246 17617 1835599 10585  2058 320414 2036583  7160   147  2574 131814  1661 15512  7987 38977 13071 138239     0
SRM_1831_300s_20x20det_2_17_3.spx  10697 12373 17645 1835379 10493  2441 313830 2037906  7069   635  2495 130497  2394 15960  7576 38352 12876 137901     0
SRM_1831_300s_20x20det_2_17_4.spx  11080 12441 17561 1835725 10364  2503 315330 2036550  6984   717  2282 131629  1919 16045  8175 38541 12793 137740     0
SRM_1831_300s_20x20det_2_17_5.spx  11078 12503 17525 1837845 10038  2323 314999 2036632  7474   611  2482 132887  2416 16457  7305 38291 13332 138393     0
SRM_1831_300s_20x20det_2_17_6.spx  10980 12613 17703 1839882 10215  2479 311815 2037097  7159   454  2585 131653  1693 15337  8198 38660 13901 137768     0
SRM_1831_300s_20x20det_2_17_7.spx  10891 12432 17236 1836587 10171  2821 309136 2040737  7149   520  2528 131382  2581 16238  8483 39392 12875 137044     0
SRM_1831_300s_20x20det_2_17_8.spx  11036 12328 17649 1835597 10099  1972 315010 2038508  7527   624  2634 131318  2478 16473  7873 38108 13701 138121     0
SRM_1831_300s_20x20det_2_17_9.spx  11055 12587 17742 1831456 10115  2519 308162 2035368  7019   488  2461 132564  2653 15410  8106 39558 12434 137757     0
SRM_1831_300s_20x20det_2_18_0.spx  10864 12345 17322 1834650 10296  2695 315817 2032938  7291   311  2301 131236  1918 16172  7447 37736 13310 139722     0
SRM_1831_300s_20x20det_2_18_1.spx  11001 12321 17647 1832435 10459  2114 312115 2033208  7021   545  2831 132353  2443 16128  7755 40109 12954 139015     0
SRM_1831_300s_20x20det_2_18_10.spx 10706 12341 17577 1833519 10335  2370 306559 2029753  7080   716  2191 131290  1700 15918  7020 38814 13204 138388     0
SRM_1831_300s_20x20det_2_18_11.spx 11007 12290 17617 1835238 10332  2535 313157 2032777  7279   490  3129 131947  2357 16748  7230 39215 13507 136702     0
SRM_1831_300s_20x20det_2_18_12.spx 10854 12598 17599 1833184 10229  2371 310631 2037798  7344   468  2726 131701  2855 14685  7184 39444 13055 137716     0
SRM_1831_300s_20x20det_2_18_13.spx 11117 12229 17714 1835052 10602  2424 313294 2032477  7127   575  3109 132414  2521 15084  7961 38692 11916 138324     0
SRM_1831_300s_20x20det_2_18_14.spx 10957 12620 17761 1836187 10192  2630 306171 2036704  7170   422  3003 131516  2319 16139  7836 38140 13434 137509     0
SRM_1831_300s_20x20det_2_18_15.spx 10669 12297 17387 1833128 10186  2313 309679 2031845  6963   465  2438 131625  2179 16636  8511 39777 13887 137591     0
SRM_1831_300s_20x20det_2_18_16.spx 10963 12337 17310 1834876 10150  2290 308025 2034598  7356   778  3059 132486  2561 15875  7350 38962 12601 138319     0
SRM_1831_300s_20x20det_2_18_17.spx 10648 12449 17513 1834597 10348  2048 307629 2028490  6974   373  2500 131777  2145 15732  8135 38134 12530 137915     0
SRM_1831_300s_20x20det_2_18_18.spx 10787 12275 17673 1833264 10260  2866 310754 2034567  7281   774  2371 131375  2769 15976  7558 38448 13501 138707     0
SRM_1831_300s_20x20det_2_18_19.spx 10905 12310 17757 1824725 10108  2442 310478 2024848  7654   406  2399 131285  2391 15975  7991 38801 12722 137362     0
SRM_1831_300s_20x20det_2_18_2.spx  10886 12166 17744 1830586 10103  2679 317545 2032118  7010   273  1990 130231  1961 15355  8061 38112 12312 138348     0
SRM_1831_300s_20x20det_2_18_3.spx  10912 12507 17452 1833082 10223  2187 315864 2031529  7069   519  2316 131677  2152 15932  8466 39206 13217 138121     0
SRM_1831_300s_20x20det_2_18_4.spx  10889 12079 17575 1831859 10266  2526 310389 2030164  6936   461  2692 131867  1838 15522  8419 39188 12578 138351     0
SRM_1831_300s_20x20det_2_18_5.spx  11134 12116 17582 1825952 10177  2256 313754 2024791  7446   398  2592 130952  3051 16163  7521 37720 12377 137359     0
SRM_1831_300s_20x20det_2_18_6.spx  10796 12388 17725 1831451 10217  2623 307408 2030856  6998   261  2228 130972  2853 15764  7703 39152 13724 137454     0
SRM_1831_300s_20x20det_2_18_7.spx  10899 12434 17034 1822007  9961  2558 311371 2030592  7149   786  2867 132548  1988 15396  8040 39362 12746 137791     0
SRM_1831_300s_20x20det_2_18_8.spx  10793 12359 17777 1833187 10118  2213 316912 2032054  7291   533  2853 131067  2145 15625  7891 39028 12362 137942     0
SRM_1831_300s_20x20det_2_18_9.spx  10751 12321 17761 1830621 10793  2108 309954 2031175  7446   587  2724 131925  2473 15312  8484 39152 12039 137773     0
SRM_1831_300s_20x20det_2_19_0.spx  11051 12394 17320 1828804 10137  1948 308263 2031922  7064   240  2213 130851  2706 15709  7205 39015 13004 138579     0
SRM_1831_300s_20x20det_2_19_1.spx  10793 12384 17588 1830591 10491  2461 307867 2029668  7039   612  2844 132469  3075 15983  7932 39024 13067 136881     0
SRM_1831_300s_20x20det_2_19_10.spx 10932 12500 17699 1831617 10154  2376 314180 2032605  7434   860  2974 132281  2453 16160  7846 38371 12382 137171     0
SRM_1831_300s_20x20det_2_19_11.spx 10878 12433 17470 1835764 10416  2006 308593 2035464  6750   646  2837 131838  3085 16086  8291 38763 12958 136503     0
SRM_1831_300s_20x20det_2_19_12.spx 10935 12355 17987 1839130 10618  2505 304457 2036171  7236   272  2632 132541  2791 15497  7839 38754 13311 138445     0
SRM_1831_300s_20x20det_2_19_13.spx 10876 12405 17261 1839474 10187  2519 317411 2035598  7108   571  2293 131092  3744 15733  7916 38694 12352 138172     0
SRM_1831_300s_20x20det_2_19_14.spx 10452 12182 17540 1836781  9875  2473 313145 2031966  7131   744  3170 132865  2990 15729  7514 38243 12029 137780     0
SRM_1831_300s_20x20det_2_19_15.spx 11142 12364 17402 1833887 10406  2317 314739 2034790  7406   668  2450 130670  2395 16430  7938 38812 12705 137527     0
SRM_1831_300s_20x20det_2_19_16.spx 10856 12349 17213 1837211 10177  2167 307160 2030520  7106   490  2810 131789  1909 15084  8210 39796 12248 138264     0
SRM_1831_300s_20x20det_2_19_17.spx 10597 12360 17612 1838651 10587  2905 309569 2034651  7234   573  2698 132021  2532 15891  7750 39637 12599 137036     0
SRM_1831_300s_20x20det_2_19_18.spx 11080 12716 17724 1837345 10487  2329 312454 2034914  7467   760  2659 131157  2448 15746  7829 38861 12968 137632     0
SRM_1831_300s_20x20det_2_19_19.spx 10620 12390 17237 1835494 10379  2095 312908 2035360  7479   549  2238 132416  2435 16294  8198 39841 13970 137261     0
SRM_1831_300s_20x20det_2_19_2.spx  10890 12338 17756 1831280 10358  2771 308663 2032455  7059   421  2736 131832  2641 15910  7910 39009 13108 138572     0
SRM_1831_300s_20x20det_2_19_3.spx  10873 12610 17569 1832420 10106  2276 314078 2032325  7061   422  2644 131405  2799 15712  7220 39117 13718 136559     0
SRM_1831_300s_20x20det_2_19_4.spx  10829 12320 17710 1833221 10479  2305 312055 2034475  7328   667  2333 131200  2743 16006  8235 38690 12034 137576     0
SRM_1831_300s_20x20det_2_19_5.spx  10706 12334 18076 1832536 10248  2213 312636 2032892  7066   328  2496 131603  1755 15838  8222 39079 12834 136520     0
SRM_1831_300s_20x20det_2_19_6.spx  10859 12279 17638 1833067 10221  2324 311359 2036899  7230   557  2183 130687  1989 15649  7136 39397 12505 137372     0
SRM_1831_300s_20x20det_2_19_7.spx  10747 12288 17327 1832973 10619  2229 311454 2032071  7438   570  2735 131857  1892 15309  7664 39306 12722 137412     0
SRM_1831_300s_20x20det_2_19_8.spx  10917 12151 17764 1831515 10022  2402 318411 2031700  7264   901  2640 132133  2269 16838  8652 38524 12283 138740     0
SRM_1831_300s_20x20det_2_19_9.spx  10976 12330 17563 1835453 10274  2396 312267 2035836  7143   572  2454 131505  2807 15988  7779 39242 12542 137681     0
SRM_1831_300s_20x20det_2_2_0.spx   10868 12426 17616 1826221 10208  2020 294285 2025744  7324   939  2886 131172  2432 15331  8143 38679 13027 139389     0
SRM_1831_300s_20x20det_2_2_1.spx   10674 12559 17592 1827893 10201  2259 294986 2027252  7489   844  2398 131492  1719 15394  8560 40030 13711 138119     0
SRM_1831_300s_20x20det_2_2_10.spx  10523 12388 17176 1832262 10044  2628 309647 2032546  7336   418  3044 131772  2350 16021  7810 38588 12193 138033     0
SRM_1831_300s_20x20det_2_2_11.spx   7416  8244 11925 1216791  6606  1376 199447 1354327  4724   117  1704  87958  1139  9935  5428 25573  8584  91489     0
SRM_1831_300s_20x20det_2_2_12.spx  10694 12092 17199 1829030 10037  2222 306602 2029785  7036   833  2553 132153  2138 16085  7937 37594 12168 137931     0
SRM_1831_300s_20x20det_2_2_13.spx  10529 12146 17130 1831894 10101  2495 314288 2031479  6906   348  2889 131587  2256 15982  7511 39103 12487 138550     0
SRM_1831_300s_20x20det_2_2_14.spx  10737 12314 17331 1830292 10358  2267 302661 2031005  7150   559  2342 131131  1966 16075  7017 38875 12144 138269     0
SRM_1831_300s_20x20det_2_2_15.spx  10642 12411 17561 1831371 10018  2378 309422 2027784  7255   924  3046 132438  1709 16723  8308 38399 12724 138400     0
SRM_1831_300s_20x20det_2_2_16.spx  10831 12471 17166 1826662 10314  2577 304742 2031281  7022   609  2667 130975  2469 15863  8608 39629 12642 136818     0
SRM_1831_300s_20x20det_2_2_17.spx  10997 12456 17804 1831007 10059  2670 306870 2032185  7503   615  2824 132655  3359 16130  8402 38612 12611 138357     0
SRM_1831_300s_20x20det_2_2_18.spx  10656 12327 17781 1826366 10196  2661 310606 2032420  7217   538  2937 131776  2507 15640  8647 39013 12880 138440     0
SRM_1831_300s_20x20det_2_2_19.spx  10829 12376 17727 1831405 10121  2393 307332 2033317  7222   585  2660 131661  2372 16101  7693 38728 12489 138077     0
SRM_1831_300s_20x20det_2_2_2.spx   10613 12506 17314 1825358 10406  2012 295499 2025083  7446   765  2736 131639  2240 15981  7175 39641 13042 137277     0
SRM_1831_300s_20x20det_2_2_3.spx   10750 12376 17430 1827428 10173  1749 297606 2030205  6849   620  2637 131182  3026 15480  8473 38961 12200 137136     0
SRM_1831_300s_20x20det_2_2_4.spx   11027 12437 17327 1829028 10293  1910 295717 2028129  6967   758  2951 130893  2347 16219  7655 38694 12326 137206     0
SRM_1831_300s_20x20det_2_2_5.spx     369   475   742   78835   469   107  10166   88014   292     0    24   5670    25   715   344  1545   390   5480     0
SRM_1831_300s_20x20det_2_2_6.spx   10566 12409 17558 1829457 10107  2343 303053 2030945  7594   773  2731 131771  2410 15890  7861 39435 13269 137930     0
SRM_1831_300s_20x20det_2_2_7.spx    3432  3921  5634  582571  3173   600  94527  646310  2291   182   721  41755   375  4993  2702 12103  3630  43933     0
SRM_1831_300s_20x20det_2_2_8.spx   11061 12422 17776 1831004 10044  2505 306944 2034147  7306   904  3326 131769  2045 15752  6387 38712 12789 137624     0
SRM_1831_300s_20x20det_2_2_9.spx   10942 12113 17893 1828425 10379  2355 306313 2031785  6975   293  2729 132073  3353 16542  8283 38488 14014 137688     0
SRM_1831_300s_20x20det_2_3_0.spx   10735 12165 17302 1833113 10375  2406 306298 2033254  7118   588  2377 131460  2212 15817  8094 39072 12022 139498     0
SRM_1831_300s_20x20det_2_3_1.spx   10919 12401 17484 1829784 10476  2220 300597 2031509  7325   469  2713 132176  3057 16306  7988 38774 12122 138605     0
SRM_1831_300s_20x20det_2_3_10.spx  10534 12655 17596 1831998 10147  2604 303882 2032173  7413   818  3037 130444  2314 15438  7921 38735 12326 137007     0
SRM_1831_300s_20x20det_2_3_11.spx  10903 12282 17338 1830116  9953  2142 300485 2032691  7541   520  2934 131755  1795 15550  7232 38329 12595 137741     0
SRM_1831_300s_20x20det_2_3_12.spx  10974 12491 17639 1828017 10021  1786 302198 2029602  7320   591  2895 131818  2301 15290  7249 38018 12709 137674     0
SRM_1831_300s_20x20det_2_3_13.spx  10944 12403 17562 1830353 10492  2339 305259 2033538  7690   743  3022 131691  2110 15884  7077 37819 12130 137503     0
SRM_1831_300s_20x20det_2_3_14.spx  10715 12342 17229 1826527 10394  2225 298408 2028873  7326   586  2148 131168  1690 16056  9125 39310 13344 137379     0
SRM_1831_300s_20x20det_2_3_15.spx  10861 12376 17432 1832323  9995  2191 303480 2033065  7209   427  2405 131817  1934 16002  8390 38631 12867 137300     0
SRM_1831_300s_20x20det_2_3_16.spx  10398 12265 17475 1831129 10149  2225 301479 2035005  7220   341  2714 131481  2396 16642  7903 38016 13251 136854     0
SRM_1831_300s_20x20det_2_3_17.spx  10976 12701 17400 1831084  9982  2090 307144 2034063  7015   947  2559 131829  2390 16013  7888 39234 11754 136906     0
SRM_1831_300s_20x20det_2_3_18.spx  11007 12418 17912 1831154  9995  2375 299165 2035174  7148   728  2707 130649  1656 15922  7806 37914 12059 137067     0
SRM_1831_300s_20x20det_2_3_19.spx  10578 12600 17547 1831676  9988  2214 302993 2033170  7209   441  3336 132832  1887 16334  7510 38367 12532 137414     0
SRM_1831_300s_20x20det_2_3_2.spx   10674 12551 17563 1830982 10426  2130 302234 2033771  7325   687  3003 132089  1772 15789  7969 39479 13406 138562     0
SRM_1831_300s_20x20det_2_3_3.spx   10892 12165 17986 1829087 10069  2069 301080 2030703  7462   682  2416 130871  1440 16683  8121 38330 12175 137407     0
SRM_1831_300s_20x20det_2_3_4.spx    8275  9459 13391 1413409  8065  1823 235771 1568255  5493   428  1579 100878  1601 12160  5602 30178  9612 106317     0
SRM_1831_300s_20x20det_2_3_5.spx   11150 12456 17747 1830967 10496  2783 309640 2033115  6997   461  2581 130793  3541 15931  7816 38839 12522 138200     0
SRM_1831_300s_20x20det_2_3_6.spx   10716 12122 17616 1827661 10532  1950 307989 2033499  7770   699  2855 131643  1745 16339  8106 38834 12795 137942     0
SRM_1831_300s_20x20det_2_3_7.spx   10707 12352 17692 1830170 10098  2100 298956 2031476  7432   504  2582 131269  2151 16061  7805 39290 12760 138502     0
SRM_1831_300s_20x20det_2_3_8.spx   10874 12333 17378 1832162 10160  2275 310076 2035629  7251   872  2875 131868  2548 16108  8506 39249 12846 139131     0
SRM_1831_300s_20x20det_2_3_9.spx   10942 12364 17297 1829740 10240  2360 302028 2030506  7332   556  2793 131111  2278 15782  7591 37913 12444 138199     0
SRM_1831_300s_20x20det_2_4_0.spx   10901 12269 17687 1831573 10010  2211 300979 2033244  7069   249  2906 132040  2073 15920  7475 39031 12524 139364     0
SRM_1831_300s_20x20det_2_4_1.spx   10799 12126 17254 1830590 10033  2054 305159 2034727  7297   451  2103 131871  2311 15564  7817 39244 12576 138133     0
SRM_1831_300s_20x20det_2_4_10.spx  10935 12376 17894 1828492 10349  2296 302556 2030592  7352   358  2638 131217  1842 15609  8116 38725 12013 138504     0
SRM_1831_300s_20x20det_2_4_11.spx  10911 12177 17599 1830091 10108  2092 301492 2030594  7689   477  2272 131036  2368 15613  8206 38736 12999 137639     0
SRM_1831_300s_20x20det_2_4_12.spx  10817 12287 17188 1826596 10162  2110 303899 2029577  7072   572  2862 132081  2311 16610  7462 38149 12288 137350     0
