Net counts

Spectrum                          Na    Mg    Al      Si     S     K      Ca    Ti     V     Fe    Zn    Sr    Zr     Rh
SRM_1831_300s_20x20det_2_1_17   9737 10083  8932 1805625  9470 40939 1983506  6868     0 130845  5504 33669 10907 126587
SRM_1831_300s_20x20det_2_1_18   9863 10514  9081 1805719  9531 40783 1983605  7504    71 131851  5301 33667 12026 127228
SRM_1831_300s_20x20det_2_1_19  10043 10140  9091 1808009  9571 41290 1989489  7225   375 130915  5217 34051 11062 127689
SRM_1831_300s_20x20det_2_1_2   10198 10067  9015 1808640  9352 40913 1992135  7157   219 130132  5946 33968 11336 126734
SRM_1831_300s_20x20det_2_1_3    9987 10373  9506 1807316  9378 41181 1987665  6927   408 132116  4833 33693 11296 126460
SRM_1831_300s_20x20det_2_1_4    6285  6205  5689 1141396  5845 26182 1256055  4269   210  82924  3234 20880  6614  79547
SRM_1831_300s_20x20det_2_1_5   10422 10242  9261 1806047  9290 41137 1986685  7505   416 130973  5552 33059 11171 129511
SRM_1831_300s_20x20det_2_1_6    9621 10115  8875 1806024  9068 40966 1989715  7131     0 131029  5610 33262 11529 126636
SRM_1831_300s_20x20det_2_1_7   10202  9875  9035 1808046  9159 41008 1990923  7417    37 132073  5954 34265 11009 126862
SRM_1831_300s_20x20det_2_1_8   10060 10058  9151 1809153  9475 40942 1989322  6776   357 132025  4968 34179 11236 126937
SRM_1831_300s_20x20det_2_1_9   10268 10163  9118 1806890  9076 41086 1987001  7055     0 130720  4830 34171 10652 127656
SRM_1831_300s_20x20det_2_10_0  10036 10090  9252 1807258  9199 41021 1988563  7277     0 131984  5791 33115 10941 127205
SRM_1831_300s_20x20det_2_10_1   9909 10270  9141 1807152  9340 41276 1990036  6993     0 131319  5453 34387 11212 127321
SRM_1831_300s_20x20det_2_10_10  9568  9981  8820 1777088  9352 41429 1982437  6890   159 131183  5936 34573 11703 126674
SRM_1831_300s_20x20det_2_10_11  9889  9984  8838 1809360  9505 41823 1990547  7288     0 130761  5492 34042 10876 125684
SRM_1831_300s_20x20det_2_10_12  9936 10176  9017 1808591  8889 41056 1991191  7304   647 131565  5104 34098 11032 126294
SRM_1831_300s_20x20det_2_10_13  9933 10108  9092 1806648  9294 41610 1988324  7097     0 132318  4917 34273 11558 127412
SRM_1831_300s_20x20det_2_10_14 10003 10143  8815 1806059  9149 40305 1989290  6958     0 131475  5350 33968 10911 127846
SRM_1831_300s_20x20det_2_10_15 10110  9860  8946 1811954  9419 41396 1992154  6962   218 131971  5535 33455 10790 127600
SRM_1831_300s_20x20det_2_10_16 10291 10416  9246 1810265  9177 41287 1987894  7022   276 131832  5585 34702 10580 126584
SRM_1831_300s_20x20det_2_10_17 10051 10071  8946 1804558  9327 41529 1987861  7186   140 130667  5777 34504 10700 127555
SRM_1831_300s_20x20det_2_10_18  9824 10449  9056 1807877  9000 40958 1990636  7286     0 131045  5893 34145 11228 127948
SRM_1831_300s_20x20det_2_10_19 10050 10225  9087 1807902  9271 40928 1992056  7346     0 131377  5726 33397 11392 128321
SRM_1831_300s_20x20det_2_10_2   9885 10346  8950 1811584  9351 41307 1992803  7229   450 131868  6053 32799 11275 127206
SRM_1831_300s_20x20det_2_10_3  10049 10038  9188 1810961  9302 41907 1986820  7048    66 132231  4849 33980 10726 126751
SRM_1831_300s_20x20det_2_10_4   9849 10097  9265 1810228  9522 41065 1988575  6957     0 132238  5056 33914 11405 127093
SRM_1831_300s_20x20det_2_10_5  10218 10025  9183 1809809  9094 41033 1990381  7169     0 131200  5642 33574 11385 126446
SRM_1831_300s_20x20det_2_10_6   9974  9863  9161 1808063  9347 41329 1987252  7221   477 131816  4949 34101 11326 126337
SRM_1831_300s_20x20det_2_10_7   9900  9921  8813 1809531  9399 40860 1991235  6672   104 131405  5612 34032 12204 126508
SRM_1831_300s_20x20det_2_10_8  10003 10101  9297 1808668  9396 41112 1989844  7198   287 131468  5362 33943 11240 126990
SRM_1831_300s_20x20det_2_10_9   6126  6393  5553 1128707  5895 25430 1241359  4394    59  81209  3219 20887  7027  78864
SRM_1831_300s_20x20det_2_11_0   9992  9907  9140 1802668  9370 41256 1984971  7127    85 130840  4573 33887 11091 128532
SRM_1831_300s_20x20det_2_11_1  10298 10299  9170 1806016  9422 40980 1987882  6770   274 130896  5285 33091 11464 127685
SRM_1831_300s_20x20det_2_11_10  9726 10213  9002 1810909  9256 40449 1990608  7427     0 131081  5584 34602 11397 127005
SRM_1831_300s_20x20det_2_11_11 10026 10154  9097 1810497  9504 41493 1990429  7177   234 131156  4836 33542 10986 126682
SRM_1831_300s_20x20det_2_11_12 10060 10373  8931 1810244  9335 41157 1990478  7183   207 131442  5645 33816 10813 126895
SRM_1831_300s_20x20det_2_11_13 10077 10143  9144 1808023  9418 41050 1992025  7232    55 131782  5298 34110 11509 125978
SRM_1831_300s_20x20det_2_11_14  9765 10058  9451 1810580  9054 40572 1992802  7259    51 131401  5481 33384 11814 126859
SRM_1831_300s_20x20det_2_11_15  9935 10202  8965 1810858  9288 41152 1992996  6995   487 130821  5676 33907 10173 127504
SRM_1831_300s_20x20det_2_11_16  4412  4366  3899  845789  4426 18602  931574  3329     0  61637  2645 15912  5133  59163
SRM_1831_300s_20x20det_2_11_17  9949 10173  8956 1801843  9219 40581 1990118  6798   268 132155  5331 33681 10735 126912
SRM_1831_300s_20x20det_2_11_18  9783 10132  8845 1809848  9302 40978 1986625  6950   448 131605  5628 34688 10867 127172
SRM_1831_300s_20x20det_2_11_19 10021  9962  8956 1805313  9353 41333 1990432  7071     0 131237  5455 33336 11705 126632
SRM_1831_300s_20x20det_2_11_2   9918  9976  9204 1807447  9320 41222 1988820  7069   359 132664  6093 34851 11093 127141
SRM_1831_300s_20x20det_2_11_3   3298  3426  3064  601638  2929 13695  661198  2372     0  43556  2054 10915  3199  41406
SRM_1831_300s_20x20det_2_11_4  10093 10006  9096 1805987  9593 41321 1990066  7246     0 131118  5337 33590 11125 126044
SRM_1831_300s_20x20det_2_11_5  10286 10326  9173 1810873  9216 41517 1990285  7070   154 131389  4971 34111 11910 127603
SRM_1831_300s_20x20det_2_11_6  10179 10051  9173 1808446  9200 41081 1990527  7239   106 130927  5473 33550 10248 126947
SRM_1831_300s_20x20det_2_11_7   9769 10089  8850 1812155  9387 40940 1989359  6855    28 130514  5665 33861 11197 126237
SRM_1831_300s_20x20det_2_11_8   9714  9794  8881 1807178  9189 40961 1989645  7311   175 131420  5241 34168 11167 126544
SRM_1831_300s_20x20det_2_11_9   6002  5994  5439 1086170  5431 24684 1193520  4467    22  78642  3165 20556  6649  76142
SRM_1831_300s_20x20det_2_12_0  10161 10460  9180 1808959  9251 40754 1990157  7177     0 131422  5161 32494 11447 127048
SRM_1831_300s_20x20det_2_12_1   4083  4206  3652  758706  3854 17308  834428  2931     0  54210  2040 13923  4617  53149
SRM_1831_300s_20x20det_2_12_10 10046 10261  8919 1812533  9074 41219 1992133  7235     0 131529  5298 34349 11022 127609
SRM_1831_300s_20x20det_2_12_11 10226 10308  8942 1805701  8973 41150 1988928  7077   166 131360  6032 33760 11178 126117
SRM_1831_300s_20x20det_2_12_12  9932 10313  9117 1805043  9307 41577 1986376  7128   207 131547  4812 33361 11923 126638
SRM_1831_300s_20x20det_2_12_13  9684 10106  9061 1809185  9470 40955 1991337  6883   327 130336  5215 34389 10975 127485
SRM_1831_300s_20x20det_2_12_14 10107 10191  9333 1809171  9111 41335 1991010  6974    76 130552  5458 34120 11936 125663
SRM_1831_300s_20x20det_2_12_15  9978 10266  9129 1805401  9605 40256 1989880  7197   128 131835  5569 33750 10499 125502
SRM_1831_300s_20x20det_2_12_16 10087 10185  8939 1805738  8896 40698 1988472  7172   193 131280  5260 33905 10373 127097
SRM_1831_300s_20x20det_2_12_17 10067  9985  9343 1808666  9138 41343 1986847  7076   304 131755  5747 34165 11158 126665
SRM_1831_300s_20x20det_2_12_18 10209 10328  8758 1807867  9298 41155 1989640  7320   114 132249  5869 33705 11577 127007
SRM_1831_300s_20x20det_2_12_19  7572  7437  6549 1348280  6755 30487 1482793  5122    62  97927  3764 24694  8854  94582
SRM_1831_300s_20x20det_2_12_2   9650 10116  9283 1809130  9372 41190 1991658  7309   226 131168  5626 33352 11188 127546
SRM_1831_300s_20x20det_2_12_3  10072 10253  9363 1808608  9314 41063 1989070  7283   302 131224  5012 33531 10913 126661
SRM_1831_300s_20x20det_2_12_4   9871 10327  9305 1810482  9164 40617 1989673  6787    96 132034  6042 33956 10931 127216
SRM_1831_300s_20x20det_2_12_5   6725  6909  6211 1258597  6589 28515 1386731  5091   244  91823  3939 23561  7469  87713
SRM_1831_300s_20x20det_2_12_6  10169 10399  9196 1805394  9150 40822 1987514  6770   355 131502  5520 33713 10925 126613
SRM_1831_300s_20x20det_2_12_7   9868 10311  9337 1807922  9113 40895 1988151  7103   139 131438  5463 33646 11198 126463
SRM_1831_300s_20x20det_2_12_8   9876  9945  9039 1810412  9283 40955 1990407  7063   304 132402  4964 34388 11044 128376
SRM_1831_300s_20x20det_2_12_9   9803 10527  9219 1810282  9633 41060 1988523  7325   176 131669  5227 33938 11203 127287
SRM_1831_300s_20x20det_2_13_0   4691  4641  4247  877489  4323 19924  964733  3515   184  63702  2376 15451  5096  61390
SRM_1831_300s_20x20det_2_13_1   9768 10023  9104 1806978  8948 41065 1985707  7625   203 130808  5705 33590 11183 127862
SRM_1831_300s_20x20det_2_13_10 10089 10186  9081 1812860  9207 40486 1992846  7156     0 131849  5544 34292 11280 126129
SRM_1831_300s_20x20det_2_13_11  9982 10120  8888 1813233  9468 41128 1993228  7153   224 132265  5577 33931 11468 128153
SRM_1831_300s_20x20det_2_13_12  9821 10113  8900 1803216  9294 40952 1990160  6754   145 131254  5233 33592 11940 128264
SRM_1831_300s_20x20det_2_13_13  9805  9889  9008 1812953  9119 41241 1993588  7082     0 131035  4848 34261 10690 126969
SRM_1831_300s_20x20det_2_13_14 10082 10398  8981 1811183  9527 41267 1990752  7515   508 131874  4704 34383 10938 127455
SRM_1831_300s_20x20det_2_13_15  9889  9989  9086 1811547  9392 40945 1991932  7039   367 131932  4999 34326 11692 127137
SRM_1831_300s_20x20det_2_13_16  9992 10313  9148 1812257  9695 40487 1991261  7010   177 131610  6484 33325 12025 126907
SRM_1831_300s_20x20det_2_13_17  9945  9998  8895 1810416  9361 40986 1989324  7244   152 131329  5574 34870 11875 126349
SRM_1831_300s_20x20det_2_13_18  9959 10488  9180 1812878  9181 41511 1990564  7141   417 131371  5218 33430 10855 127564
SRM_1831_300s_20x20det_2_13_19 10084 10122  9072 1811867  9161 41010 1992513  7225   285 131307  5607 34262 10405 128271
SRM_1831_300s_20x20det_2_13_2   9939 10213  9177 1808579  9253 41261 1987349  6968   132 132188  5116 34121 10546 126496
SRM_1831_300s_20x20det_2_13_3   9753 10142  8883 1806886  9536 40800 1988766  7187     0 131168  5840 34283 11748 126314
SRM_1831_300s_20x20det_2_13_4   9757 10442  9025 1805557  9584 40614 1986263  7062    53 130948  5206 33442 12136 127228
SRM_1831_300s_20x20det_2_13_5   9821 10105  9142 1810385  9282 40631 1991943  6830   171 131265  5295 34011 12015 128083
SRM_1831_300s_20x20det_2_13_6  10060 10116  9067 1808806  9133 41182 1990767  6952   211 131338  5151 34286 11623 126636
SRM_1831_300s_20x20det_2_13_7   9951 10163  8994 1808801  9401 41472 1991430  7021   453 131912  4380 34509 10322 126741
SRM_1831_300s_20x20det_2_13_8  10330 10229  9050 1809917  9302 41235 1991034  7237   233 130792  5196 34285 10645 128079
SRM_1831_300s_20x20det_2_13_9  10065 10408  9221 1811192  9094 40979 1992644  6701    25 131100  5593 33942 11239 126854
SRM_1831_300s_20x20det_2_14_0  10358 10290  8859 1810826  9130 40833 1992576  6909   271 131691  5299 33475 11658 127156
SRM_1831_300s_20x20det_2_14_1  10226 10239  8982 1811466  9107 41332 1989770  6807    28 131386  5353 34424 10965 127823
SRM_1831_300s_20x20det_2_14_10 10028 10352  9052 1809389  9428 41668 1990940  7049   109 130761  4974 34018 11151 125796
SRM_1831_300s_20x20det_2_14_11  9955 10394  9016 1809041  9250 41111 1993364  7372     0 132024  5738 34111 11464 127572
SRM_1831_300s_20x20det_2_14_12   938   984   733  176790   746  3803  195019   602    18  12800   438  3194   682  11766
SRM_1831_300s_20x20det_2_14_13 10023 10305  9288 1815413  9450 41496 1995935  7072   245 133030  5535 33751 11294 127688
SRM_1831_300s_20x20det_2_14_14  9790 10001  8676 1808985  9459 41327 1987900  7463   273 131589  5685 33394 11341 127781
SRM_1831_300s_20x20det_2_14_15 10017 10090  8989 1810964  9444 41171 1992414  7267    72 131111  5732 33730 10627 126957
SRM_1831_300s_20x20det_2_14_16 10049 10038  9230 1810355  9377 41120 1990752  7104   402 131481  4685 33285 12279 126933
SRM_1831_300s_20x20det_2_14_17  9817 10267  9094 1808315  9249 40847 1986802  7180   273 132035  5293 33743 11099 126894
SRM_1831_300s_20x20det_2_14_18 10187  9808  8837 1811567  9240 40992 1991795  6955     0 131094  6067 33599 11230 127142
SRM_1831_300s_20x20det_2_14_19 10047 10241  9000 1809909  9300 41129 1991346  7028   186 131105  4612 33333 10802 128384
SRM_1831_300s_20x20det_2_14_2   9894 10275  9328 1808807  9248 41145 1986402  7126     0 130067  6114 34758 11156 126670
SRM_1831_300s_20x20det_2_14_3  10202 10526  9160 1810772  9526 40451 1990722  7232   174 131632  5085 34361 11020 127891
SRM_1831_300s_20x20det_2_14_4   9938 10136  8914 1809589  9510 41367 1986088  7069     0 131940  5738 34513 10402 126819
SRM_1831_300s_20x20det_2_14_5   9866 10122  8838 1809999  9167 40974 1988046  7041     0 131833  4690 33893 11327 127074
SRM_1831_300s_20x20det_2_14_6   9927 10145  8899 1809547  9512 41141 1986219  7170   350 131023  5211 33041 10672 128571
SRM_1831_300s_20x20det_2_14_7  10316 10401  9217 1809016  9247 41252 1987018  7201   141 131076  5133 33890 10525 125987
SRM_1831_300s_20x20det_2_14_8   9790 10414  9206 1809687  9329 41504 1991054  7016     0 131410  5237 34349 11171 126804
SRM_1831_300s_20x20det_2_14_9   6311  6153  5517 1139375  5846 26378 1285614  4881   236  84791  3337 21389  6921  82123
SRM_1831_300s_20x20det_2_15_0  10152 10330  9043 1811213  9345 41116 1988931  7134     0 130582  4710 33614 11506 127541
SRM_1831_300s_20x20det_2_15_1   5705  5897  5217 1059143  5304 23586 1167525  3901   141  77417  2958 19490  6136  74278
SRM_1831_300s_20x20det_2_15_10  8138  8542  7667 1511239  7856 33910 1664806  5887    60 109535  4426 28629  9574 104902
SRM_1831_300s_20x20det_2_15_11  9955 10230  9120 1808558  9477 41098 1988687  7204   176 131856  4912 35200 10459 126926
SRM_1831_300s_20x20det_2_15_12  9936 10343  9158 1808818  9386 40601 1988658  7380    63 132663  5599 33327 10913 126646
SRM_1831_300s_20x20det_2_15_13  1967  1991  1741  366185  1896  8234  404309  1412     0  26575   971  6516  1972  25377
SRM_1831_300s_20x20det_2_15_14 10029  9650  8925 1803395  9169 41796 1987606  7272   206 131684  5831 33331 11453 127211
SRM_1831_300s_20x20det_2_15_15  9965 10200  9298 1816763  9133 41287 1995151  7123   408 131406  5768 33153 11705 126922
SRM_1831_300s_20x20det_2_15_16  9921 10217  9091 1814265  9466 41174 1990990  7237   493 132017  5986 34089 11969 128257
SRM_1831_300s_20x20det_2_15_17  9984 10245  9238 1813563  9263 41149 1991165  7002   193 130475  5210 34287 11530 127444
SRM_1831_300s_20x20det_2_15_18  9878  9829  8870 1810337  9151 40814 1989466  7545   340 131935  5540 33122 10930 127361
SRM_1831_300s_20x20det_2_15_19 10199 10045  9036 1812803  9206 40394 1992310  7224   267 131270  5487 33691 11248 127125
SRM_1831_300s_20x20det_2_15_2  10125 10108  8692 1808406  9360 41013 1986655  7382     1 130749  5481 33430 11515 126278
SRM_1831_300s_20x20det_2_15_3  10227 10300  9249 1807812  9353 41226 1987883  6728     0 130921  4725 33658 12264 127722
SRM_1831_300s_20x20det_2_15_4  10173 10498  9194 1811009  9285 40987 1988689  6812   221 131477  5943 33968 11245 126442
SRM_1831_300s_20x20det_2_15_5  10039 10255  9063 1811075  9609 40753 1986034  7255   177 131357  5425 33830 11855 127192
SRM_1831_300s_20x20det_2_15_6  10026 10149  9210 1809960  9729 41342 1991066  7418   189 131602  5520 34459 11946 127345
SRM_1831_300s_20x20det_2_15_7   9695 10079  8871 1810878  9221 41523 1991854  7148   197 131425  5466 33060 10301 126596
SRM_1831_300s_20x20det_2_15_8  10197 10165  9278 1811645  9170 41216 1987467  7189   363 132180  6539 34023 11901 127583
SRM_1831_300s_20x20det_2_15_9  10257 10068  9165 1811902  9418 41116 1991663  7313   244 131537  4985 34237 11480 126934
SRM_1831_300s_20x20det_2_16_0  10101 10123  9321 1811169  9225 41034 1991275  6895   250 131075  5510 33642 11368 127382
SRM_1831_300s_20x20det_2_16_1   1114  1101   917  202734  1075  4332  222664   834     0  14493   581  3588  1095  13432
SRM_1831_300s_20x20det_2_16_10 10047 10454  8850 1815056  9299 41107 1990811  7195   188 131750  5615 34291 11388 126617
SRM_1831_300s_20x20det_2_16_11 10218 10237  9141 1809963  9178 41078 1989056  7532    79 131839  5796 34715 11601 126968
SRM_1831_300s_20x20det_2_16_12  9818  9913  9144 1810331  9115 40806 1991540  7151   154 132340  5596 34850 11072 127718
SRM_1831_300s_20x20det_2_16_13  9948 10072  9109 1789246 12886 40758 1985615  7092   268 131899  5610 32533 11077 126801
SRM_1831_300s_20x20det_2_16_14 10017 10394  9455 1811885  9285 41077 1989879  7239   306 131585  5613 34119 12165 125369
SRM_1831_300s_20x20det_2_16_15 10219 10490  9226 1811394  9286 40929 1993022  7190   208 131812  5655 34479 11857 127948
SRM_1831_300s_20x20det_2_16_16 10041 10305  9191 1811211  9270 40816 1991252  6979    22 131725  5459 33211 11192 126608
SRM_1831_300s_20x20det_2_16_17 10082 10464  9333 1810920  9677 41474 1993784  7304   200 132000  5941 33906 11330 127007
SRM_1831_300s_20x20det_2_16_18  7091  7313  6591 1334557  6780 30438 1464896  5326   159  97050  3722 24149  7774  93617
SRM_1831_300s_20x20det_2_16_19  9908 10176  9405 1815491  9329 41565 1997287  6944   509 131483  5339 33854 11661 127432
SRM_1831_300s_20x20det_2_16_2  10133 10081  8930 1807405  9479 41332 1987617  7119    78 131508  5514 33954 11280 126492
SRM_1831_300s_20x20det_2_16_3   7605  7722  6573 1357401  6922 30691 1491087  5185   114  97924  3874 24649  8417  93771
SRM_1831_300s_20x20det_2_16_4   9991  9912  8975 1810410  9232 40600 1991056  7332   235 131057  5013 34374 11810 126889
SRM_1831_300s_20x20det_2_16_5  10049 10038  9059 1810867  9101 40902 1991116  6981   125 131254  4822 33180 11019 127409
SRM_1831_300s_20x20det_2_16_6   9869 10050  9241 1808182  9174 41121 1988934  7297   644 131828  5261 33531 11648 126503
SRM_1831_300s_20x20det_2_16_7   9892 10296  9106 1809534  9676 41371 1989344  7438   201 130621  5581 33765 11278 126831
SRM_1831_300s_20x20det_2_16_8  10171 10220  9171 1808807  9313 40613 1988841  7228   179 131318  5208 34779 11397 127288
SRM_1831_300s_20x20det_2_16_9   9855  9858  8817 1774734  8958 40384 1952998  6604     0 128817  5083 33417 12249 125177
SRM_1831_300s_20x20det_2_17_0  10040  9956  9086 1812971  9461 40539 1994892  7059    39 131608  5855 33496 11426 128509
SRM_1831_300s_20x20det_2_17_1  10076 10144  9099 1815005  9405 41297 1993819  6861   251 132094  4899 33878 11401 127264
SRM_1831_300s_20x20det_2_17_10  9910 10439  9201 1812346  9106 41496 1994819  7637    23 130895  5431 34352 10551 125927
SRM_1831_300s_20x20det_2_17_11 10055 10336  9344 1817178  9562 41702 1994272  7123   250 132196  5124 33681 11121 127736
SRM_1831_300s_20x20det_2_17_12 10005 10183  9155 1812606  9267 41438 1991808  7173   147 132191  4721 34248 11650 127177
SRM_1831_300s_20x20det_2_17_13  9894  9835  8979 1814032  9260 41591 1997852  7124   177 132701  5100 33737 11005 128641
SRM_1831_300s_20x20det_2_17_14  6489  6263  5612 1173542  5835 26766 1289864  4344   175  85253  3230 21536  7216  81764
SRM_1831_300s_20x20det_2_17_15 10263 10310  9006 1810376  9561 41302 1997235  6910   360 131511  5653 34209 11722 126400
SRM_1831_300s_20x20det_2_17_16 10172 10035  8967 1813113  9066 41386 1993074  7353   258 131360  5809 33024 11776 126581
SRM_1831_300s_20x20det_2_17_17 10109 10099  9291 1813698  9214 41066 1994114  7132   207 131790  5398 33754 11833 127361
SRM_1831_300s_20x20det_2_17_18 10082 10341  9142 1812005  9504 41895 1995443  7226    91 131119  5470 32742 11119 126992
SRM_1831_300s_20x20det_2_17_19  8108  8319  7517 1477834  7672 34014 1627879  5722   162 106716  4544 27556  9006 103405
SRM_1831_300s_20x20det_2_17_2   9896  9982  9203 1814517  9617 41774 1995959  7147     0 131632  5104 34330 11677 127476
SRM_1831_300s_20x20det_2_17_3   9851 10358  9341 1813969  9523 41213 1997403  6992   152 130374  5309 33175 11585 127884
SRM_1831_300s_20x20det_2_17_4  10026 10029  8981 1813981  9480 41429 1995782  6907   385 131425  5625 33572 11564 126368
SRM_1831_300s_20x20det_2_17_5  10286 10453  9156 1815791  8998 41067 1995569  7405   200 132686  5551 33457 11979 127228
SRM_1831_300s_20x20det_2_17_6  10080 10395  9281 1818384  9214 41312 1996613  7120    36 131661  4808 33004 12258 126914
SRM_1831_300s_20x20det_2_17_7  10097 10314  8929 1815151  9102 41585 1999524  7079   142 131038  5765 34412 11589 126047
SRM_1831_300s_20x20det_2_17_8  10172 10229  9204 1814104  9321 41123 1997713  7437    54 130909  5724 33065 12372 127281
SRM_1831_300s_20x20det_2_17_9  10018 10233  9149 1809808  9265 41412 1995018  6858     9 132314  5015 34469 10979 127029
SRM_1831_300s_20x20det_2_18_0   9962 10079  8871 1812705  9323 41419 1991816  7073     0 130958  5937 32734 11955 128254
SRM_1831_300s_20x20det_2_18_1  10082  9984  9056 1810775  9475 40494 1992631  6828     0 131767  5325 34866 11643 128402
SRM_1831_300s_20x20det_2_18_10  9918 10222  9204 1812199  9357 41345 1988497  7075   335 131299  5507 33800 11875 127850
SRM_1831_300s_20x20det_2_18_11 10220 10203  9176 1813629  9397 40860 1992220  7142   228 131858  5736 34356 12028 125838
SRM_1831_300s_20x20det_2_18_12 10072 10489  9213 1811377  9230 41542 1997057  7154    36 131606  3924 33988 11690 126815
SRM_1831_300s_20x20det_2_18_13 10269 10194  9253 1813116  9443 41275 1992216  7081   230 132066  4456 34283 10559 127440
SRM_1831_300s_20x20det_2_18_14 10029 10255  9096 1814697  9393 41281 1995466  7090   150 131296  5649 33284 12027 127322
SRM_1831_300s_20x20det_2_18_15  9835 10084  8915 1811606  9319 41015 1991091  6952   247 131366  6360 34156 12557 127139
SRM_1831_300s_20x20det_2_18_16 10163 10106  8882 1813254  9163 41306 1992962  7306   397 132133  5262 34429 11234 127517
SRM_1831_300s_20x20det_2_18_17  9796 10262  9050 1813144  9302 41265 1987480  6848    69 131718  5147 33095 11180 126810
SRM_1831_300s_20x20det_2_18_18  9955  9965  8961 1811517  9136 41365 1993603  7062   255 131119  5697 33464 11969 128125
SRM_1831_300s_20x20det_2_18_19 10134 10210  9233 1802930  9079 40814 1984642  7557   140 131079  5522 33883 11266 127242
SRM_1831_300s_20x20det_2_18_2   9984 10018  9079 1808853  9047 40930 1991518  6993   103 130242  5285 33466 10892 127100
SRM_1831_300s_20x20det_2_18_3  10077 10357  9079 1811665  9417 41577 1991304  6899    24 131287  5477 33747 11910 126609
SRM_1831_300s_20x20det_2_18_4  10055  9895  8933 1809982  9389 41605 1989790  6905    52 131583  5051 33872 11125 127632
SRM_1831_300s_20x20det_2_18_5  10298  9968  9065 1803910  9166 41192 1984259  7396   222 130791  5149 32716 11022 127013
SRM_1831_300s_20x20det_2_18_6   9933 10031  9110 1809960  9180 41110 1990097  6946   103 130901  4693 33985 12407 126385
SRM_1831_300s_20x20det_2_18_7  10023 10149  8604 1800688  9197 41249 1990173  7120   308 132018  5088 34617 11550 126762
SRM_1831_300s_20x20det_2_18_8  10050 10381  9563 1811723  9360 41523 1991356  7097     6 130915  5243 34747 10807 126701
SRM_1831_300s_20x20det_2_18_9   9878 10052  9173 1809128  9787 41528 1989741  7299   204 131830  4957 33809 10651 127207
SRM_1831_300s_20x20det_2_19_0  10242 10228  8863 1807023  9285 40820 1990576  7047     0 130670  5226 33848 11459 128024
SRM_1831_300s_20x20det_2_19_1  10025 10331  9204 1808765  9474 40676 1989106  6928   243 132337  5274 33585 11780 126274
SRM_1831_300s_20x20det_2_19_10 10116 10395  9236 1809833  9287 40650 1991246  7366   642 131842  5628 33364 11102 126842
SRM_1831_300s_20x20det_2_19_11  9983 10298  9127 1814380  9553 41161 1994204  6733   351 131723  5223 33405 11637 125763
SRM_1831_300s_20x20det_2_19_12 10111 10147  9305 1817268  9482 41276 1995032  7148     0 132346  5378 33816 11881 127423
SRM_1831_300s_20x20det_2_19_13 10053 10238  8940 1818173  9377 41322 1994857  7027   201 130912  4860 33735 10815 127087
SRM_1831_300s_20x20det_2_19_14  9602 10012  9130 1815487  9121 41376 1991870  6966   305 132572  4936 33769 10604 126585
SRM_1831_300s_20x20det_2_19_15 10311 10194  8910 1812151  9289 40363 1993563  7298   317 130515  5638 34312 11362 126571
SRM_1831_300s_20x20det_2_19_16 10100 10307  8820 1815244  9354 41593 1989743  6975   169 131621  4817 34910 10971 127326
SRM_1831_300s_20x20det_2_19_17  9755 10148  8965 1816347  9608 41652 1993344  7129   175 131723  5075 34702 11185 126260
SRM_1831_300s_20x20det_2_19_18 10257 10505  9153 1815532  9503 40992 1992845  7284   280 131031  5388 33686 11526 127154
SRM_1831_300s_20x20det_2_19_19  9830 10270  8925 1814108  9428 41506 1994728  7367   257 132150  6206 34864 12522 126465
SRM_1831_300s_20x20det_2_19_2   9959  9975  9066 1809366  9300 41157 1991427  7017    85 131501  5405 33857 11765 127782
SRM_1831_300s_20x20det_2_19_3  10095 10490  9144 1810713  9068 41458 1991294  7041   315 131156  4574 33656 12482 125538
SRM_1831_300s_20x20det_2_19_4   9885 10075  9026 1811550  9604 41210 1993723  7221   214 131030  5299 34197 10633 126207
SRM_1831_300s_20x20det_2_19_5   9678  9993  9431 1810964  9359 41514 1991609  6853     0 131390  5192 34132 11401 126011
SRM_1831_300s_20x20det_2_19_6  10069 10088  9159 1811484  9295 41776 1995892  7099   252 130374  4871 34625 11157 127128
SRM_1831_300s_20x20det_2_19_7   9897 10184  8883 1811262  9665 41649 1991447  7259     2 131615  4932 34084 11258 126605
SRM_1831_300s_20x20det_2_19_8   9941  9830  8997 1809190  8909 40705 1990669  7168   523 131613  5700 33445 10915 127710
SRM_1831_300s_20x20det_2_19_9  10121 10206  9169 1814169  9224 41274 1995346  6961   193 131487  4974 34577 11285 126294
SRM_1831_300s_20x20det_2_2_0   10000 10071  8980 1804793  9375 41488 1984763  7212   645 130714  5044 33590 11556 128266
SRM_1831_300s_20x20det_2_2_1    9762 10357  9023 1806387  9338 41260 1986258  7388   404 131315  4993 34540 12258 127328
SRM_1831_300s_20x20det_2_2_10   9721 10418  8913 1810894  9131 41378 1991739  7159    33 131218  5605 34501 10541 126860
SRM_1831_300s_20x20det_2_2_11   6807  6624  6059 1202537  5938 27525 1327234  4697     0  87654  2754 22084  7548  84161
SRM_1831_300s_20x20det_2_2_12   9824  9956  8948 1807796  9083 41573 1989227  7041   363 132019  5598 32953 10799 127159
SRM_1831_300s_20x20det_2_2_13   9734 10023  8831 1810189  9236 41205 1990894  6678     0 131230  5798 33954 11352 126961
SRM_1831_300s_20x20det_2_2_14   9827 10083  8989 1808881  9337 41241 1989982  7011    85 130966  5684 34049 10793 127055
